Credit Number,Region,Country,Credit Status,Service Charge Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IDA,First Repayment Date,Last Repayment Date,Agreement Signing Date
IDA16820,AFRICA WEST,"Gambia, The",Fully Repaid,0.75,XDR,P000809,HIGHWAY MAINT. II,5800000,28794.65,0,7028910.08,8149437.73,09/01/1996,01/03/2036,19/05/1986
IDA16830,AFRICA EAST,Rwanda,Fully Repaid,0.75,XDR,P002217,EDUCATION-III,15600000,4971034.71,0,12439568.55,13434834.39,05/01/1996,01/11/2035,23/05/1986
IDA16840,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,Repaying,0.75,XDR,P004182,TELECOM REHAB.,3900000,200430.22,0,4408796.44,2736917.84,10/01/1996,01/04/2036,12/12/1986
IDA16850,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,XDR,P003087,DFC VIII,50000000,23547381.43,0,30105631.79,35179490.7,08/15/1996,15/02/2036,18/09/1986
IDA16860,EAST ASIA AND PACIFIC,Solomon Islands,Repaying,0.75,XDR,P004620,EDUCATION II,5000000,902.89,0,6053223.99,3707078.39,08/15/1996,15/02/2036,30/07/1986
IDA16870,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P002762,POWER REHAB./ENERGY,40000000,1459104.37,0,44273793.94,48842839.15,10/01/1996,01/04/2036,25/06/1986
IDA16880,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P002748,ROADS REHAB.,50000000,0,0,58732553.8,63255383.84,10/01/1996,01/04/2036,25/06/1986
IDA16890,EAST ASIA AND PACIFIC,China,Repaying,0.75,XDR,P003440,FRESHWATER FISHERIES,60000000,0,0,67772993.48,71457143.46,09/15/1996,15/03/2036,26/09/1986
IDA16900,AFRICA WEST,Equatorial Guinea,Repaying,0.75,XDR,P000641,REHAB.IMPORT,6000000,0,0,6975877.09,4448150.43,10/15/1996,15/04/2036,23/05/1986
IDA16910,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P001505,AGRI.SECTOR ADJUST.CR.,20000000,0,0,24908871.63,27760108.12,11/01/1996,01/05/2036,20/05/1986
IDA16920,SOUTH ASIA,Sri Lanka,Repaying,0.75,XDR,P010254,IND. DEVELOP. II,20000000,367043.83,0,22281666.15,14091721.19,11/01/1996,01/05/2036,24/07/1986
IDA16930,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P010253,SCARP TRANSITION PILOT,10000000,4754257.07,0,6068559.33,3760549.25,10/01/1996,01/04/2036,28/05/1986
IDA16940,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P001519,RAILWAYS III,12000000,0,0,14026591.63,15195675.5,05/15/1996,15/11/2035,20/05/1986
IDA16950,AFRICA WEST,Sierra Leone,Fully Repaid,0.75,XDR,P002404,POP/HEALTH,5300000,0,0,6506421.82,6857220.66,09/01/1996,01/03/2036,24/07/1986
IDA16960,SOUTH ASIA,Nepal,Repaying,0.75,XDR,P010255,COTTAGE & SMALL IND.,10000000,4860302.32,0,6046309.88,3684200.57,10/01/1996,01/04/2036,26/09/1986
IDA16970,SOUTH ASIA,Sri Lanka,Repaying,0.75,XDR,P010257,MUNICIPAL MANAGEMENT,13000000,2886775.93,0,11702490.97,7229191.78,11/15/1996,15/05/2036,24/07/1986
IDA16980,SOUTH ASIA,Sri Lanka,Repaying,0.75,XDR,P010256,VOCATIONAL TRAINING,15000000,3461538.46,0,13884894.39,8235235.25,09/01/1996,01/03/2036,07/11/1986
IDA16990,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P010258,ADBP VI,55000000,0,0,61244439.39,39222935.92,10/01/1996,01/04/2036,28/05/1986
IDA17000,SOUTH ASIA,Sri Lanka,Repaying,0.75,XDR,P010259,WATER SUP.& SANITATI,37000000,0,0,44666402.63,26482839.1,11/01/1996,01/05/2036,24/07/1986
IDA17010,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P005798,POWER IV,11700000,3039410.7,0,11059958.16,6658994.02,08/01/1996,01/02/2036,17/06/1988
IDA17020,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P005830,T.A. PETROLEUM,12000000,1315508.74,0,12884803.48,7789275.82,08/01/1996,01/02/2036,05/09/1986
IDA17030,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,XDR,P006164,ECONS IMPRT CR,55000000,618353.66,0,61854922.92,69922488.63,11/01/1996,01/05/2036,02/06/1986
IDA17040,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P000717,ENERGY,62000000,8059477.7,0,64669210.87,68255196.26,11/01/1996,01/05/2036,15/10/1986
IDA17050,AFRICA EAST,Burundi,Fully Repaid,0.75,XDR,P000200,SAC,15000000,0,0,16345439.82,19574728.37,11/01/1996,01/05/2036,30/06/1986
IDA17060,AFRICA WEST,Niger,Fully Repaid,0.75,XDR,P001962,TRANSPORT.SECTOR CREDIT,15000000,117405.74,0,17152078.22,18842131.37,11/01/1996,01/05/2036,30/06/1986
IDA17070,EAST ASIA AND PACIFIC,Myanmar,Repaying,0.75,XDR,P003363,GRAIN STORAGE II,30000000,21504389.88,0,10238383.94,6242035.47,11/15/1996,15/05/2036,11/06/1986
IDA17080,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,XDR,P003058,IND.SECTOR ADJUST.CR.,20000000,0,0,22752543.83,27055255.17,10/15/1996,15/04/2036,11/09/1986
IDA17090,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P001504,AG.INST.TAS II,10000000,1231800.41,0,10101236.83,11145923.18,11/15/1996,15/05/2036,18/08/1986
IDA17100,AFRICA WEST,Senegal,Fully Repaid,0.75,XDR,P002326,ENERGY SECTOR,20000000,1498445.27,0,22158528.28,24735868.33,05/15/1996,15/05/2036,27/10/1986
IDA17110,AFRICA EAST,Somalia,Repaying,0.75,XDR,P002483,AGR.SEC.ADJ.PROG.,30000000,14055.76,0,33559285.76,20665945.07,11/01/1996,01/05/2036,24/06/1986
IDA17120,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,XDR,P003054,POWER II,37000000,0,0,50332192.95,57321625.43,08/01/1996,01/02/2036,23/04/1987
IDA17130,EAST ASIA AND PACIFIC,China,Repaying,0.75,XDR,P003446,HEALTH II,65000000,0,0,78805525.02,79936900.51,12/15/1996,15/06/2036,15/01/1987
IDA17140,AFRICA WEST,Senegal,Fully Repaid,0.75,XDR,P002328,TELECOMMUNICATIONS II,22000000,4917183.03,0,20366270.31,21997420.83,09/01/1996,01/03/2036,27/10/1986
IDA17150,SOUTH ASIA,Nepal,Repaying,0.75,XDR,P010262,NARAYANI III (CONSOL,24500000,10324287.69,0,17193084.36,10277622.45,11/15/1996,15/05/2036,14/11/1986
IDA17160,AFRICA WEST,Chad,Fully Repaid,0.75,XDR,P000506,COTTON,15000000,1.55,0,16813326.49,18354371.53,11/15/1996,15/05/2036,18/07/1986
IDA17170,AFRICA EAST,Kenya,Repaying,0.75,XDR,P001305,AGRI.SECTOR,20000000,2,0,23205044.44,14504208.26,07/15/1996,15/01/2036,10/02/1987
IDA17180,AFRICA EAST,Kenya,Repaying,0.75,XDR,P001304,AGR. SECTOR MGT.,11500000,351896.8,0,13185007.58,8137936,08/15/1996,15/02/2036,10/02/1987
IDA17190,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,XDR,P006154,V G GAS-ENCLAVE,15000000,38016.47,0,16583488.96,18655389.85,12/01/1996,01/06/2036,11/09/1986
IDA17200,AFRICA EAST,Zambia,Fully Repaid,0.75,XDR,P003215,RECOVERY CREDIT,50000000,0,0,56183311.32,62213334.66,09/01/1996,01/03/2036,21/11/1986
IDA17210,AFRICA WEST,Benin,Fully Repaid,0.75,XDR,P000089,WATER II,10000000,1191098.57,0,10262932.95,11069573.98,10/01/1997,01/04/2037,29/06/1987
IDA17220,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P000708,FORESTRY,45000000,27164819,0,21034052.16,22925538.01,08/15/1996,15/02/2036,28/08/1986
IDA17230,AFRICA EAST,Somalia,Repaying,0.75,XDR,P002465,PORTS MODERNIZATION,22600000,6373284.89,0,18943226.85,11189958.76,11/01/1996,01/05/2036,17/02/1987
IDA17240,AFRICA WEST,"Gambia, The",Fully Repaid,0.75,XDR,P000810,WATER S./ELEC.,7000000,115504.29,0,8666222.44,9573620.87,09/01/1996,01/03/2036,23/11/1987
IDA17250,AFRICA WEST,Guinea,Fully Repaid,0.75,XDR,P001041,LIVESTOCK SECTOR REH,9800000,0,0,11881970.47,12992855.21,11/15/1996,15/05/2036,03/03/1987
IDA17260,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P005831,MARIB-SAFIR ROAD PRO,10000000,0,0,11324156.87,7080906.1,09/15/1996,15/03/2036,05/09/1986
IDA17270,SOUTH ASIA,Nepal,Repaying,0.75,XDR,P010269,RURAL DEV III,19100000,14474635.25,0,5400884.19,3312180.82,10/01/1996,01/04/2036,04/12/1986
IDA17280,AFRICA WEST,Chad,Fully Repaid,0.75,XDR,P000502,HWY MAINTENANCE,20000000,0,0,22537971.5,24538028.71,09/01/1996,01/03/2036,25/08/1986
IDA17290,LATIN AMERICA AND CARIBBEAN,Guyana,Fully Repaid,0.75,XDR,P007245,BAUXITE TA,7000000,34262.22,0,9105664.38,9591346.26,09/01/1996,01/03/2036,16/07/1990
IDA17300,AFRICA WEST,"Gambia, The",Fully Repaid,0.75,XDR,P000813,SAL,5000000,0,0,5572201.86,6651041.33,02/01/1997,01/08/2036,12/09/1986
IDA17310,EAST ASIA AND PACIFIC,Myanmar,Repaying,0.75,XDR,P003367,IRRIG REHAB,14000000,2945.55,0,16781978.9,10011357.77,02/15/1997,15/08/2036,15/10/1986
IDA17320,AFRICA WEST,Central African Republic,Fully Repaid,0.75,XDR,P000460,SAL,14000000,0,0,16171543.09,18862488.84,02/01/1997,01/08/2036,23/09/1986
IDA17330,EAST ASIA AND PACIFIC,China,Repaying,0.75,XDR,P003488,RED SOILS,40000000,52631.24,0,44945453.7,47488592.26,10/01/1996,01/04/2036,18/12/1986
IDA17340,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P009493,DHAKA WASA III,30000000,4966385.18,0,29624237.44,18128310.82,12/15/1996,15/06/2036,27/01/1987
IDA17350,AFRICA WEST,Senegal,Fully Repaid,0.75,XDR,P002325,PRIMARY EDUC DEV,12000000,282070.86,0,13504936.91,14550759.65,04/01/1997,01/10/2036,01/07/1987
IDA17360,SOUTH ASIA,Sri Lanka,Repaying,0.75,XDR,P010271,POWER - DISTRIBUTION,52000000,11300978.29,0,46128797.22,27115048.4,04/01/1997,01/10/2036,07/11/1986
IDA17370,SOUTH ASIA,India,Repaying,0.75,XDR,P009859,BIHAR TUBEWELLS,68000000,45714285.71,0,26640153.65,16046668.25,12/15/1996,15/06/2036,13/01/1987
IDA17380,AFRICA EAST,Kenya,Repaying,0.75,XDR,P001315,SSE II,6000000,4831102.3,0,1503233.52,904538.7,02/15/1997,15/08/2036,07/11/1986
IDA17390,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P005876,GREATER ADEN WATER I,5600000,459218.89,0,6727771.1,3906458.59,01/15/1997,15/07/2036,20/03/1987
IDA17400,AFRICA WEST,Niger,Fully Repaid,0.75,XDR,P001964,PRIM EDUC DEV,18400000,350019.96,0,20800833.76,21928517.14,05/15/1997,15/11/2036,15/12/1986
IDA17410,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P002760,MULTI-SEC.RH I,50000000,0,0,54477131.32,60337926.04,04/15/1997,15/10/2036,21/11/1986
IDA17411,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P002760,MULTI-SEC.RH I,30000000,0,0,30122647.62,32713400.96,04/15/1998,15/10/2027,05/02/1988
IDA17420,AFRICA EAST,Malawi,Fully Repaid,0.75,XDR,P001631,LILONGWE WATER (WTR II),20000000,112058.51,0,21854221.84,24270153.81,05/01/1997,01/11/2036,13/02/1987
IDA17430,AFRICA EAST,Zambia,Fully Repaid,0.75,XDR,P003194,COFFEE II,20400000,2355070.62,0,21954133.05,21837518.97,03/15/1997,15/09/2036,09/01/1987
IDA17440,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P000891,EDUC. SECTOR ADJ.,34500000,0,0,38175247.03,41633296.65,05/01/1997,01/11/2036,09/03/1987
IDA17450,AFRICA WEST,Togo,Fully Repaid,0.75,XDR,P002859,COCOA/COFFEE III,17900000,0,0,20004089.01,22919989.23,06/01/1997,01/12/2036,15/01/1987
IDA17460,AFRICA EAST,Zambia,Fully Repaid,0.75,XDR,P003190,AGR. RES.& EXT.,13000000,322113.42,0,15183234.61,15389462.28,05/01/1997,01/11/2036,19/03/1987
IDA17470,AFRICA EAST,Lesotho,Repaying,0.75,XDR,P001389,HIGHLND.WTR.ENGR.,9750000,0,0,10429114.31,6401165.35,05/15/1997,15/11/2036,15/12/1986
IDA17480,AFRICA WEST,Benin,Fully Repaid,0.75,XDR,P000088,PUBLIC ENTERPRISES,15000000,383692.39,0,17545078.39,18224658.09,05/01/1997,01/11/2036,09/01/1987
IDA17490,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P009456,REFINERY MODIF. & LP,47000000,6455873.05,0,48329468.06,27652034,03/01/1997,01/09/2036,27/01/1987
IDA17500,SOUTH ASIA,India,Repaying,0.75,XDR,P009857,BOMBAY III WATER SUP,145000000,20753315.27,0,127074965.1,72485506.46,02/15/1997,15/08/2036,12/05/1987
IDA17510,AFRICA EAST,Comoros,Fully Repaid,0.75,XDR,P000590,EDUCATION II,7900000,0,0,9820406.44,10667903.09,06/15/1997,15/12/2036,12/05/1987
IDA17520,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P001507,PORTS,16000000,2896571.82,0,14678985.35,15790630.51,02/15/1997,15/08/2036,19/02/1987
IDA17530,AFRICA EAST,Zambia,Fully Cancelled,0,XDR,P003214,DBZ III,10000000,10000000,0,0,0,05/15/1997,15/11/2036,
IDA17540,SOUTH ASIA,India,Repaying,0.75,XDR,P009863,NAT. AGRIC. EXT. III,85000000,18375174.34,0,77666699.9,45067612.11,04/01/1997,01/10/2036,29/06/1987
IDA17550,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P010272,TECH. ASSIST. III,7000000,1786877.29,0,5992578.65,3517944.26,06/15/1997,15/12/2036,20/02/1987
IDA17560,LATIN AMERICA AND CARIBBEAN,Haiti,Fully Repaid,0.75,XDR,P007295,TRNSPRT VII,20000000,0,0,22430259.52,25484191.24,03/15/1997,15/09/2036,12/02/1987
IDA17570,SOUTH ASIA,India,Repaying,0.75,XDR,P009855,GUJARAT RURAL ROADS,119600000,35257029.95,0,99423327.19,56997087.2,05/15/1997,15/11/2036,12/05/1987
IDA17580,AFRICA EAST,Kenya,Repaying,0.75,XDR,P001330,ANIMAL HEALTH SERV.,15000000,5156541.65,0,11377233.28,6500138.7,07/15/1997,15/01/2037,06/03/1987
IDA17590,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P000879,NORTH GRID EXTENSION,6300000,0,0,6875429.1,7598465.71,05/15/1997,15/11/2036,13/04/1987
IDA17600,AFRICA WEST,"Gambia, The",Fully Repaid,0.75,XDR,P000812,POP/HEALTH,5600000,166412.46,0,6268869.13,7061914.15,05/01/1997,01/11/2036,05/06/1987
IDA17610,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,XDR,P003055,NAVIG. IMPROV.,27600000,11391580.18,0,18249284.37,20678528.77,03/01/1997,01/09/2036,16/03/1987
IDA17620,SOUTH ASIA,Pakistan,Repaying,0.75,XDR,P010273,AG EXT & ADAPTIVE II,42100000,7847731.3,0,39740240.5,23124808.82,06/15/1997,15/12/2036,20/03/1987
IDA17630,EAST ASIA AND PACIFIC,China,Repaying,0.75,XDR,P003442,CIB IV,50000000,0,0,53703254.46,57224352.34,06/15/1997,15/12/2036,16/03/1987
IDA17640,EAST ASIA AND PACIFIC,China,Repaying,0.75,XDR,P003490,XINJIANG DEVELOPMENT,70000000,371218.18,0,76802962,78592696.92,07/15/1997,15/01/2037,14/09/1987
IDA17650,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P000731,SML.SCALE IRRIG.&CON,7000000,3272166.49,0,4404429.52,4589403.35,05/01/1997,01/11/2036,09/04/1987
IDA17660,LATIN AMERICA AND CARIBBEAN,Haiti,Fully Repaid,0.75,XDR,P007307,ECON RECOV CRD,40000000,20000000,0,21177706.51,25219164.21,04/15/1997,15/10/2036,27/03/1987
IDA17670,AFRICA EAST,Malawi,Fully Repaid,0.75,XDR,P001633,EDUCATION SECTOR CRE,27000000,575274.05,0,28586458.04,30795926.55,08/15/1997,15/02/2037,07/05/1987
IDA17680,AFRICA EAST,Malawi,Fully Repaid,0.75,XDR,P001629,SECOND FAMILY HEALTH,11000000,2822.85,0,11613434.79,12789041.86,08/15/1997,15/02/2037,07/05/1987
IDA17690,SOUTH ASIA,Nepal,Repaying,0.75,XDR,P010274,STRUCTURAL ADJUST.,50000000,0,0,54229828.32,32743661.36,06/15/1997,15/12/2036,16/04/1987
IDA17700,SOUTH ASIA,India,Repaying,0.75,XDR,P009846,NAT. WATER MGMT. I,114000000,0,0,130397389,72651229.9,08/15/1997,15/02/2037,12/05/1987
IDA17710,LATIN AMERICA AND CARIBBEAN,Dominica,Repaying,0.75,XDR,P006973,POWER,3000000,0,0,3257051.74,1874807.25,08/01/1997,01/02/2037,04/05/1987
IDA17720,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P005797,SRADP,12300000,3084439.96,0,10223727.61,5732818.25,09/01/1997,01/03/2037,17/07/1987
IDA17730,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P005832,TEACHER TRAINING,10400000,1886542.21,0,9446272.93,5231312.57,09/01/1997,01/03/2037,26/10/1987
IDA17740,AFRICA EAST,Somalia,Repaying,0.75,XDR,P002484,RAINFED FARM.SEMIMEC,13400000,8865964.79,0,4814356.42,2734965.42,05/15/1997,15/11/2036,13/04/1987
IDA17750,AFRICA WEST,Chad,Fully Repaid,0.75,XDR,P000497,AG.REHAB.,17400000,3770492.54,0,15194802.44,16284632.23,06/15/1997,15/12/2036,15/07/1987
IDA17760,SOUTH ASIA,Sri Lanka,Repaying,0.75,XDR,P010276,AGRIC. RESEARCH,18600000,3819352.95,0,17312686.16,9798213.17,06/01/1997,01/12/2036,06/05/1987
IDA17770,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P000875,SAL,34000000,0.01,0,35183003.29,39306465.72,08/01/1997,01/02/2037,19/05/1987
IDA17780,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P000899,INSTITUTIONAL SUP,10800000,49.84,0,11401337.69,12566325.71,08/01/1997,01/02/2037,19/05/1987
IDA17790,EAST ASIA AND PACIFIC,China,Repaying,0.75,XDR,P003449,SHANGHAI SEWERAGE,100000000,0,0,108337701.8,110623342.5,09/15/1997,15/03/2037,23/11/1987
IDA17800,SOUTH ASIA,India,Repaying,0.75,XDR,P009873,U.P. URBAN DEVELOPME,130000000,18992478.65,0,127151708.2,70762399.96,09/15/1997,15/03/2037,21/12/1987
IDA17810,EAST ASIA AND PACIFIC,Samoa,Repaying,0.75,XDR,P004857,P0WER (ADB),3000000,481,0,3359720.65,1919322.94,05/15/1997,15/11/2036,18/06/1987
IDA17811,EAST ASIA AND PACIFIC,Samoa,Repaying,0.75,XDR,P004857,P0WER (ADB),1000000,681114.61,0,372516.19,204028.9,05/15/1997,15/11/2036,26/05/1993
IDA17820,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P000707,LVSTOCK IV,39000000,11041249.89,0,31811704.44,33845558.92,07/01/1997,01/01/2037,29/06/1987
IDA17830,AFRICA EAST,Rwanda,Fully Repaid,0.75,XDR,P002222,WATER SUP. II,15000000,766152.06,0,15357234.66,16500524.21,09/15/1997,15/03/2037,14/08/1987
IDA17840,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P009481,FLOOD CON. & DRAINAG,20000000,1644013.22,0,21250094.23,12192942.39,05/15/1997,15/11/2036,15/06/1987
IDA17850,LATIN AMERICA AND CARIBBEAN,Caribbean,Repaying,0.75,XDR,P006966,CDB IV/REGNL VOC,6000000,208068.35,0,6314930.47,3612693.22,09/15/1997,15/03/2037,29/05/1987
IDA17860,LATIN AMERICA AND CARIBBEAN,Haiti,Fully Repaid,0.75,XDR,P007308,TAL,3000000,207893.9,0,2904267,3436308.46,10/15/1997,15/04/2037,20/05/1987
IDA17870,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P001523,ENERGY I,25000000,1285927.74,0,26038156.86,27443068.42,05/15/1997,15/11/2036,20/08/1987
IDA17880,AFRICA EAST,Sudan,Repaying,0.75,XDR,P002600,POWER IV,38000000,60.81,0,41018346.49,22884204.9,10/01/1997,01/04/2037,09/11/1987
IDA17890,AFRICA EAST,Sudan,Repaying,0.75,XDR,P002614,PUB.ENTER.ECON.MGT.,9000000,5346856.28,0,3879420.29,2203600.88,08/15/1997,15/02/2037,09/11/1987
IDA17900,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,XDR,P003095,SO.SHABA AGR.DEV.,4400000,599847.51,0,4045735.22,4653464.81,08/15/1997,15/02/2037,30/06/1987
IDA17910,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,XDR,P003088,SML.SCALE ENTERPRISE,25000000,13878337.84,0,11736287.41,13574203.1,10/01/1997,01/04/2037,30/06/1987
IDA17920,EAST ASIA AND PACIFIC,China,Repaying,0.75,XDR,P003448,BEIJING-TIANJIN-TANG,125000000,0,0,133536087.2,136374452.5,07/15/1997,15/01/2037,14/09/1987
IDA17930,EAST ASIA AND PACIFIC,China,Repaying,0.75,XDR,P003489,GANSU PROVINCIAL DEV,150500000,109360.67,0,164988922.9,166523595.4,06/01/1997,01/12/2036,14/09/1987
IDA17940,AFRICA EAST,Somalia,Repaying,0.75,XDR,P002486,AGRIC.EXT.II,12700000,6199471.51,0,6855148.14,3854059.28,10/01/1997,01/04/2037,09/06/1987
IDA17950,AFRICA EAST,Burundi,Fully Repaid,0.75,XDR,P000206,ECO.MGT./PUB.ENTER.,7500000,542454.68,0,7719372.75,8257556.5,11/15/1997,15/05/2037,09/10/1987
IDA17960,AFRICA EAST,Rwanda,Fully Repaid,0.75,XDR,P002227,SECTORAL AND PRE-INV,7400000,2389881.71,0,5555341.8,5835244.94,05/15/1997,15/11/2036,24/06/1987
IDA17970,AFRICA WEST,Equatorial Guinea,Repaying,0.75,XDR,P000639,EDUCATION I,5100000,302890.33,0,5381752.58,3004602.4,11/15/1997,15/05/2037,06/07/1987
IDA17980,AFRICA WEST,Guinea-Bissau,Fully Repaid,0.75,XDR,P000983,STRUC.ADJ.LOAN,10000000,0,0,10493412.75,12196191.34,08/15/1997,15/02/2037,22/05/1987
IDA17990,AFRICA WEST,Guinea-Bissau,Fully Repaid,0.75,XDR,P000995,AGR SERVICES,3700000,0,0,4320232.48,4877728.07,09/01/1997,01/03/2037,22/05/1987
IDA18000,AFRICA WEST,Guinea-Bissau,Fully Repaid,0.75,XDR,P000994,PHN,4200000,0,0,4534910.21,5188263.02,10/01/1997,01/04/2037,22/05/1987
IDA18010,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P000881,AGRIC SERV. REHABILI,17000000,30572.15,0,18133954.06,19404213.57,11/15/1997,15/05/2037,22/06/1987
IDA18020,AFRICA WEST,Senegal,Fully Repaid,0.75,XDR,P002340,SAL III,45000000,0,0,47607590.4,51159469.49,11/01/1997,01/05/2037,05/06/1987
IDA18021,AFRICA WEST,Senegal,Fully Repaid,0.75,XDR,P002340,SAL III,5500000,44.31,0,5212242,6115895.75,05/01/1999,01/11/2028,03/04/1989
IDA18030,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P002936,HIGHWAYS IV,18000000,1295293.47,0,17414115.5,19121937.45,08/15/1997,15/02/2037,29/05/1987
IDA18040,AFRICA EAST,Madagascar,Fully Repaid,0.75,XDR,P001526,AGRI.CR.II(BTM),10000000,1172561.39,0,9509619.64,10318621.28,08/15/1997,15/02/2037,23/07/1987
IDA18050,AFRICA EAST,Burundi,Fully Repaid,0.75,XDR,P000191,COMMUNIC.II,4800000,522751.06,0,4787565.03,5023581.97,11/15/1997,15/05/2037,09/10/1987
IDA18060,AFRICA EAST,Mozambique,Fully Repaid,0.75,XDR,P001764,ENERGY TA & REHAB.,20000000,1566621.86,0,20073638.99,21010056.75,10/01/1997,01/04/2037,24/06/1987
IDA18070,AFRICA WEST,Benin,Fully Repaid,0.75,XDR,P000093,TRANSP.INFRAST.,19500000,468657.57,0,20376594.76,21684566.01,11/01/1997,01/05/2037,24/06/1987
IDA18080,AFRICA WEST,Togo,Fully Repaid,0.75,XDR,P002851,AGRICULTURAL EXTENSI,9700000,5322240.93,0,4666818.81,5276909.78,10/01/1997,01/04/2037,31/07/1987
IDA18090,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,XDR,P006160,FINANCIAL MGMT,11500000,2085.22,0,11856911.39,13145873.7,09/01/1997,01/03/2037,31/07/1987
IDA18100,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P002764,TELEC.II,23000000,37882.31,0,24013937,26116983.31,11/15/1997,15/05/2037,16/06/1987
IDA18110,AFRICA EAST,Rwanda,Fully Repaid,0.75,XDR,P002221,FRSTRY II,14100000,7995329.36,0,6449164.72,6958179.59,11/15/1997,15/05/2037,14/08/1987
IDA18120,AFRICA WEST,Mauritania,Fully Repaid,0.75,XDR,P001846,SAL,15000000,262565.26,0,15260051.51,16802234.68,11/01/1997,01/05/2037,26/06/1987
IDA18130,EAST ASIA AND PACIFIC,Tonga,Repaying,0.75,XDR,P004808,DEVELOPMENT BANK,2000000,26033.2,0,2078469.05,1233706.74,10/15/1997,15/04/2037,15/07/1987
IDA18140,SOUTH ASIA,Nepal,Repaying,0.75,XDR,P010278,SUNSARY-MORANG II,40000000,3651578.55,0,39550665.44,22061170.23,11/15/1997,15/05/2037,20/11/1987
IDA18150,AFRICA WEST,Guinea,Fully Repaid,0.75,XDR,P001052,TRANS SECT,55000000,0,0,59030970.17,65493212.71,11/01/1997,01/05/2037,28/08/1987
IDA18160,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P009457,INDUSTRIAL SECTOR CREDIT,190000000,0,0,195936649.7,115071766.8,12/01/1997,01/06/2037,22/06/1987
IDA18161,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P009457,INDUSTRIAL SECTOR CREDIT,2500000,0,0,2434660,1981510.06,06/01/1999,01/12/2028,29/03/1989
IDA18170,LATIN AMERICA AND CARIBBEAN,Dominica,Repaying,0.75,XDR,P006976,SAC I,3000000,929690.95,0,2184410.15,1292342.43,07/15/1997,15/01/2037,18/06/1987
IDA18180,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,XDR,P006163,PWR RHB PRJ,6800000,257344.27,0,6770714.18,7449835.64,09/01/1997,01/03/2037,31/07/1987
IDA18190,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P000871,REF.& DIST.REHAB.,15000000,3194.72,0,16282166.91,17096983.33,11/15/1997,15/05/2037,21/09/1987
IDA18200,AFRICA EAST,Kenya,Repaying,0.75,XDR,P001299,RWYS. II,28000000,2751382.66,0,26295206.36,15316339.75,08/15/1997,15/02/2037,24/09/1987
